2025-06-20T04:17:11.131Z	192.168.117.4	GET	/v1/info/state	null	null	200	0	8	134	HTTP/1.1	2	131
2025-06-20T04:17:11.132Z	127.0.0.1	GET	/v1/service/trino/general	null	559b02df5b92	200	0	38	143	HTTP/1.1	4	138
2025-06-20T04:17:11.466Z	192.168.117.4	GET	/v1/memory	null	null	200	0	283	6	HTTP/1.1	0	6
2025-06-20T04:17:11.61Z	[0:0:0:0:0:0:0:1]	GET	/v1/info	null	curl/7.76.1	200	0	111	7	HTTP/1.1	0	6
2025-06-20T04:17:13.468Z	192.168.117.4	GET	/v1/memory	null	null	200	0	283	1	HTTP/1.1	0	1
2025-06-20T04:17:13.888Z	127.0.0.1	PUT	/v1/announcement/559b02df5b92	null	559b02df5b92	202	786	0	19	HTTP/1.1	0	19
2025-06-20T04:17:15.44Z	192.168.117.4	GET	/v1/info/state	null	null	200	0	8	4	HTTP/1.1	0	4
2025-06-20T04:17:15.474Z	192.168.117.4	GET	/v1/memory	null	null	200	0	283	4	HTTP/1.1	0	4
2025-06-20T04:17:16.662Z	[0:0:0:0:0:0:0:1]	GET	/v1/info	null	curl/7.76.1	200	0	109	3	HTTP/1.1	0	3
2025-06-20T04:17:17.486Z	192.168.117.4	GET	/v1/memory	null	null	200	0	283	5	HTTP/1.1	0	5
2025-06-20T04:17:19.49Z	192.168.117.4	GET	/v1/memory	null	null	200	0	283	5	HTTP/1.1	0	5
2025-06-20T04:17:20.446Z	192.168.117.4	GET	/v1/info/state	null	null	200	0	8	3	HTTP/1.1	0	3
2025-06-20T04:17:21.289Z	127.0.0.1	GET	/v1/service/trino/general	null	559b02df5b92	200	0	302	19	HTTP/1.1	0	18
2025-06-20T04:17:21.496Z	192.168.117.4	GET	/v1/memory	null	null	200	0	283	3	HTTP/1.1	0	3
2025-06-20T04:17:21.917Z	127.0.0.1	PUT	/v1/announcement/559b02df5b92	null	559b02df5b92	202	786	0	6	HTTP/1.1	0	6
2025-06-20T04:17:23.503Z	192.168.117.4	GET	/v1/memory	null	null	200	0	283	4	HTTP/1.1	0	4
2025-06-20T04:17:25.455Z	192.168.117.4	GET	/v1/info/state	null	null	200	0	8	4	HTTP/1.1	0	4
2025-06-20T04:17:25.513Z	192.168.117.4	GET	/v1/memory	null	null	200	0	283	3	HTTP/1.1	0	3
2025-06-20T04:17:26.703Z	[0:0:0:0:0:0:0:1]	GET	/v1/info	null	curl/7.76.1	200	0	110	2	HTTP/1.1	0	2
2025-06-20T04:17:27.524Z	192.168.117.4	GET	/v1/memory	null	null	200	0	283	4	HTTP/1.1	0	4
2025-06-20T04:17:29.537Z	192.168.117.4	GET	/v1/memory	null	null	200	0	283	3	HTTP/1.1	0	3
2025-06-20T04:17:29.931Z	127.0.0.1	PUT	/v1/announcement/559b02df5b92	null	559b02df5b92	202	786	0	5	HTTP/1.1	0	5
2025-06-20T04:17:30.458Z	192.168.117.4	GET	/v1/info/state	null	null	200	0	8	1	HTTP/1.1	0	1
2025-06-20T04:17:31.315Z	127.0.0.1	GET	/v1/service/trino/general	null	559b02df5b92	200	0	302	5	HTTP/1.1	0	5
2025-06-20T04:17:31.548Z	192.168.117.4	GET	/v1/memory	null	null	200	0	283	14	HTTP/1.1	0	14
2025-06-20T04:17:33.557Z	192.168.117.4	GET	/v1/memory	null	null	200	0	283	4	HTTP/1.1	0	4
2025-06-20T04:17:35.466Z	192.168.117.4	GET	/v1/info/state	null	null	200	0	8	2	HTTP/1.1	0	2
2025-06-20T04:17:35.569Z	192.168.117.4	GET	/v1/memory	null	null	200	0	283	4	HTTP/1.1	0	4
2025-06-20T04:17:36.744Z	[0:0:0:0:0:0:0:1]	GET	/v1/info	null	curl/7.76.1	200	0	110	2	HTTP/1.1	0	2
2025-06-20T04:17:37.579Z	192.168.117.4	GET	/v1/memory	null	null	200	0	283	4	HTTP/1.1	0	4
2025-06-20T04:17:37.944Z	127.0.0.1	PUT	/v1/announcement/559b02df5b92	null	559b02df5b92	202	786	0	6	HTTP/1.1	0	6
2025-06-20T04:17:39.592Z	192.168.117.4	GET	/v1/memory	null	null	200	0	283	5	HTTP/1.1	0	5
2025-06-20T04:17:40.467Z	192.168.117.4	GET	/v1/info/state	null	null	200	0	8	2	HTTP/1.1	0	2
2025-06-20T04:17:41.329Z	127.0.0.1	GET	/v1/service/trino/general	null	559b02df5b92	200	0	302	5	HTTP/1.1	0	4
2025-06-20T04:17:41.602Z	192.168.117.4	GET	/v1/memory	null	null	200	0	283	4	HTTP/1.1	0	4
2025-06-20T04:17:43.609Z	192.168.117.4	GET	/v1/memory	null	null	200	0	283	5	HTTP/1.1	0	4
2025-06-20T04:17:45.475Z	192.168.117.4	GET	/v1/info/state	null	null	200	0	8	2	HTTP/1.1	0	1
2025-06-20T04:17:45.615Z	192.168.117.4	GET	/v1/memory	null	null	200	0	283	4	HTTP/1.1	0	3
2025-06-20T04:17:45.954Z	127.0.0.1	PUT	/v1/announcement/559b02df5b92	null	559b02df5b92	202	786	0	4	HTTP/1.1	0	3
2025-06-20T04:17:46.785Z	[0:0:0:0:0:0:0:1]	GET	/v1/info	null	curl/7.76.1	200	0	110	2	HTTP/1.1	0	2
2025-06-20T04:17:47.622Z	192.168.117.4	GET	/v1/memory	null	null	200	0	283	4	HTTP/1.1	0	4
2025-06-20T04:17:49.629Z	192.168.117.4	GET	/v1/memory	null	null	200	0	283	4	HTTP/1.1	0	4
2025-06-20T04:17:50.482Z	192.168.117.4	GET	/v1/info/state	null	null	200	0	8	3	HTTP/1.1	0	4
2025-06-20T04:17:51.343Z	127.0.0.1	GET	/v1/service/trino/general	null	559b02df5b92	200	0	302	3	HTTP/1.1	0	3
2025-06-20T04:17:51.634Z	192.168.117.4	GET	/v1/memory	null	null	200	0	283	4	HTTP/1.1	0	4
2025-06-20T04:17:53.643Z	192.168.117.4	GET	/v1/memory	null	null	200	0	283	5	HTTP/1.1	0	5
2025-06-20T04:17:53.964Z	127.0.0.1	PUT	/v1/announcement/559b02df5b92	null	559b02df5b92	202	786	0	5	HTTP/1.1	0	5
2025-06-20T04:17:55.489Z	192.168.117.4	GET	/v1/info/state	null	null	200	0	8	3	HTTP/1.1	0	3
2025-06-20T04:17:55.654Z	192.168.117.4	GET	/v1/memory	null	null	200	0	283	6	HTTP/1.1	0	5
2025-06-20T04:17:56.831Z	[0:0:0:0:0:0:0:1]	GET	/v1/info	null	curl/7.76.1	200	0	110	1	HTTP/1.1	0	1
2025-06-20T04:17:57.661Z	192.168.117.4	GET	/v1/memory	null	null	200	0	283	4	HTTP/1.1	0	4
2025-06-20T04:17:59.671Z	192.168.117.4	GET	/v1/memory	null	null	200	0	283	8	HTTP/1.1	0	8
2025-06-20T04:18:00.497Z	192.168.117.4	GET	/v1/info/state	null	null	200	0	8	3	HTTP/1.1	0	3
2025-06-20T04:18:01.353Z	127.0.0.1	GET	/v1/service/trino/general	null	559b02df5b92	200	0	302	4	HTTP/1.1	0	4
2025-06-20T04:18:01.677Z	192.168.117.4	GET	/v1/memory	null	null	200	0	283	4	HTTP/1.1	0	4
2025-06-20T04:18:01.977Z	127.0.0.1	PUT	/v1/announcement/559b02df5b92	null	559b02df5b92	202	786	0	4	HTTP/1.1	0	4
2025-06-20T04:18:03.688Z	192.168.117.4	GET	/v1/memory	null	null	200	0	283	6	HTTP/1.1	0	5
2025-06-20T04:18:05.5Z	192.168.117.4	GET	/v1/info/state	null	null	200	0	8	2	HTTP/1.1	0	2
2025-06-20T04:18:05.698Z	192.168.117.4	GET	/v1/memory	null	null	200	0	283	4	HTTP/1.1	0	4
2025-06-20T04:18:06.868Z	[0:0:0:0:0:0:0:1]	GET	/v1/info	null	curl/7.76.1	200	0	110	1	HTTP/1.1	0	1
2025-06-20T04:18:07.704Z	192.168.117.4	GET	/v1/memory	null	null	200	0	283	4	HTTP/1.1	0	4
2025-06-20T04:18:09.717Z	192.168.117.4	GET	/v1/memory	null	null	200	0	283	5	HTTP/1.1	0	4
2025-06-20T04:18:09.988Z	127.0.0.1	PUT	/v1/announcement/559b02df5b92	null	559b02df5b92	202	786	0	5	HTTP/1.1	0	5
2025-06-20T04:18:10.504Z	192.168.117.4	GET	/v1/info/state	null	null	200	0	8	3	HTTP/1.1	0	3
2025-06-20T04:18:11.367Z	127.0.0.1	GET	/v1/service/trino/general	null	559b02df5b92	200	0	302	4	HTTP/1.1	0	4
2025-06-20T04:18:11.721Z	192.168.117.4	GET	/v1/memory	null	null	200	0	283	4	HTTP/1.1	0	4
2025-06-20T04:18:13.727Z	192.168.117.4	GET	/v1/memory	null	null	200	0	283	4	HTTP/1.1	0	4
2025-06-20T04:18:15.509Z	192.168.117.4	GET	/v1/info/state	null	null	200	0	8	3	HTTP/1.1	0	3
2025-06-20T04:18:15.735Z	192.168.117.4	GET	/v1/memory	null	null	200	0	283	4	HTTP/1.1	0	4
2025-06-20T04:18:16.909Z	[0:0:0:0:0:0:0:1]	GET	/v1/info	null	curl/7.76.1	200	0	109	2	HTTP/1.1	0	2
2025-06-20T04:18:17.742Z	192.168.117.4	GET	/v1/memory	null	null	200	0	283	4	HTTP/1.1	0	4
2025-06-20T04:18:18.001Z	127.0.0.1	PUT	/v1/announcement/559b02df5b92	null	559b02df5b92	202	786	0	6	HTTP/1.1	0	6
2025-06-20T04:18:19.753Z	192.168.117.4	GET	/v1/memory	null	null	200	0	283	4	HTTP/1.1	0	4
2025-06-20T04:18:20.513Z	192.168.117.4	GET	/v1/info/state	null	null	200	0	8	3	HTTP/1.1	0	2
2025-06-20T04:18:21.378Z	127.0.0.1	GET	/v1/service/trino/general	null	559b02df5b92	200	0	302	5	HTTP/1.1	0	4
2025-06-20T04:18:21.759Z	192.168.117.4	GET	/v1/memory	null	null	200	0	283	4	HTTP/1.1	0	4
2025-06-20T04:18:23.765Z	192.168.117.4	GET	/v1/memory	null	null	200	0	283	7	HTTP/1.1	0	7
2025-06-20T04:18:25.517Z	192.168.117.4	GET	/v1/info/state	null	null	200	0	8	5	HTTP/1.1	0	4
2025-06-20T04:18:25.773Z	192.168.117.4	GET	/v1/memory	null	null	200	0	283	3	HTTP/1.1	0	3
2025-06-20T04:18:26.011Z	127.0.0.1	PUT	/v1/announcement/559b02df5b92	null	559b02df5b92	202	786	0	5	HTTP/1.1	0	5
2025-06-20T04:18:26.952Z	[0:0:0:0:0:0:0:1]	GET	/v1/info	null	curl/7.76.1	200	0	109	1	HTTP/1.1	0	1
2025-06-20T04:18:27.779Z	192.168.117.4	GET	/v1/memory	null	null	200	0	283	3	HTTP/1.1	0	3
2025-06-20T04:18:29.787Z	192.168.117.4	GET	/v1/memory	null	null	200	0	283	5	HTTP/1.1	0	5
